# MODEL ATMOSPHERE NO.  6
#
#
#      Z         P        T     REL H    H2O                          AEROSOL
#     (KM)      (MB)     (K)     (%)  (GM / M3)  TYPE                 PROFILE
#                              [Before scaling]
#     2.250   770.655  273.53   52.18 2.596E+00 USER RAIN NO CLOUD  USER RAIN NO CLOUD  
#
#TOTAL COLUMN ABSORBER AMOUNTS FOR THE LINE-OF-SIGHT PATH:
#
#                 HNO3      O3 UV      CNTMSLF1    CNTMSLF2    CNTMFRN     N2 CONT     MOL SCAT
#               (ATM CM)   (ATM CM)   (MOL CM-2)  (MOL CM-2)  (MOL CM-2)             (550 NM EXT)
#            3.5216E-04  3.3824E-01  3.2010E+19  2.5522E+19  1.1881E+22  2.3466E+00  7.4361E-02
#
#
#                AER 1       AER 2       AER 3       AER 4      CIRRUS     WAT DROP    ICE PART   MEAN AER RH
#                                                                         (KM GM/M3)  (KM GM/M3)    (PRCNT)
#              0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000        0.00
#
#
#
#                H2O         O3          CO2         CO          CH4         N2O
#             (                                   ATM CM                                   )
#            6.3607E+02  3.3824E-01  2.2091E+02  6.1598E-02  1.0013E+00  1.8590E-01
#
#
#
#                O2          NH3         NO          NO2         SO2
#               (                      ATM CM                      )
#            1.2825E+05  8.3811E-05  2.5812E-04  2.0012E-04  5.9650E-05
#
#
#               CFC11       CFC12       CFC13       CFC14       CFC22      CFC113      CFC114
#             (                                    ATM CM                                    )
#            7.9177E-05  1.3973E-04  6.1363E-13  6.1363E-13  3.5415E-05  1.0965E-05  7.1047E-06
#
#
#              CFC115      CLONO2        HNO4      CHCL2F        CCL4        N2O5
#             (                                    ATM CM                                    )
#            6.1363E-13  3.8629E-05  4.1787E-05  6.1363E-13  7.2964E-05  2.7589E-06
#
#  wv(nm)     COMB_TR       H2O        O3    H2O_CT  MOL_SCAT   AER+CLD        O2 
   450.552   0.84190   1.00000   0.99870   1.00000   0.84490   1.00000   1.00000 
   450.450   0.84190   1.00000   0.99870   1.00000   0.84480   1.00000   1.00000 
   450.349   0.84180   1.00000   0.99870   1.00000   0.84460   1.00000   1.00000 
   450.248   0.84160   1.00000   0.99870   1.00000   0.84450   1.00000   1.00000 
   450.146   0.84150   1.00000   0.99870   1.00000   0.84440   1.00000   1.00000 
   450.045   0.84130   1.00000   0.99870   1.00000   0.84420   1.00000   1.00000 
   449.944   0.84110   1.00000   0.99870   1.00000   0.84410   1.00000   1.00000 
   449.843   0.84090   1.00000   0.99880   1.00000   0.84400   1.00000   1.00000 
   449.741   0.84070   1.00000   0.99880   1.00000   0.84380   1.00000   1.00000 
   449.640   0.84060   1.00000   0.99880   1.00000   0.84370   1.00000   1.00000 
   449.539   0.84040   1.00000   0.99880   1.00000   0.84360   1.00000   1.00000 
   449.438   0.84030   1.00000   0.99880   1.00000   0.84340   1.00000   1.00000 
   449.337   0.84000   1.00000   0.99880   1.00000   0.84330   1.00000   1.00000 
   449.236   0.83980   1.00000   0.99880   1.00000   0.84320   1.00000   1.00000 
   449.135   0.83970   1.00000   0.99880   1.00000   0.84300   1.00000   1.00000 
   449.035   0.83960   1.00000   0.99890   1.00000   0.84290   1.00000   1.00000 
   448.934   0.83930   1.00000   0.99890   1.00000   0.84280   1.00000   1.00000 
   448.833   0.83890   1.00000   0.99890   1.00000   0.84260   1.00000   1.00000 
   448.732   0.83850   1.00000   0.99890   1.00000   0.84250   1.00000   1.00000 
   448.632   0.83820   1.00000   0.99890   1.00000   0.84240   1.00000   1.00000 
   448.531   0.83810   1.00000   0.99890   1.00000   0.84220   1.00000   1.00000 
   448.430   0.83800   1.00000   0.99890   1.00000   0.84210   1.00000   1.00000 
   448.330   0.83780   1.00000   0.99890   1.00000   0.84200   1.00000   1.00000 
   448.229   0.83790   1.00000   0.99890   1.00000   0.84180   1.00000   1.00000 
   448.129   0.83800   1.00000   0.99890   1.00000   0.84170   1.00000   1.00000 
   448.029   0.83800   1.00000   0.99900   1.00000   0.84160   1.00000   1.00000 
   447.928   0.83810   1.00000   0.99900   1.00000   0.84140   1.00000   1.00000 
   447.828   0.83810   0.99990   0.99900   1.00000   0.84130   1.00000   1.00000 
   447.728   0.83810   1.00000   0.99900   1.00000   0.84120   1.00000   1.00000 
   447.628   0.83800   0.99990   0.99900   1.00000   0.84100   1.00000   1.00000 
   447.527   0.83810   1.00000   0.99900   1.00000   0.84090   1.00000   1.00000 
   447.427   0.83800   1.00000   0.99900   1.00000   0.84080   1.00000   1.00000 
   447.327   0.83780   1.00000   0.99900   1.00000   0.84060   1.00000   1.00000 
   447.227   0.83780   1.00000   0.99900   1.00000   0.84050   1.00000   1.00000 
   447.127   0.83740   0.99970   0.99900   1.00000   0.84040   1.00000   1.00000 
   447.027   0.83750   0.99990   0.99900   1.00000   0.84020   1.00000   1.00000 
   446.927   0.83740   1.00000   0.99900   1.00000   0.84010   1.00000   1.00000 
   446.828   0.83720   0.99990   0.99900   1.00000   0.84000   1.00000   1.00000 
   446.728   0.83710   1.00000   0.99900   1.00000   0.83980   1.00000   1.00000 
   446.628   0.83690   1.00000   0.99900   1.00000   0.83970   1.00000   1.00000 
   446.528   0.83620   0.99960   0.99900   1.00000   0.83960   1.00000   1.00000 
   446.429   0.83610   0.99960   0.99900   1.00000   0.83940   1.00000   1.00000 
   446.329   0.83620   0.99990   0.99900   1.00000   0.83930   1.00000   1.00000 
   446.229   0.83610   1.00000   0.99900   1.00000   0.83910   1.00000   1.00000 
   446.130   0.83600   1.00000   0.99900   1.00000   0.83900   1.00000   1.00000 
   446.030   0.83570   1.00000   0.99900   1.00000   0.83890   1.00000   1.00000 
   445.931   0.83480   0.99920   0.99890   1.00000   0.83870   1.00000   1.00000 
   445.831   0.83530   0.99990   0.99890   1.00000   0.83860   1.00000   1.00000 
   445.732   0.83500   0.99990   0.99890   1.00000   0.83850   1.00000   1.00000 
   445.633   0.83450   0.99940   0.99890   1.00000   0.83830   1.00000   1.00000 
   445.534   0.83470   1.00000   0.99890   1.00000   0.83820   1.00000   1.00000 
   445.434   0.83450   1.00000   0.99890   1.00000   0.83810   1.00000   1.00000 
   445.335   0.83360   0.99930   0.99890   1.00000   0.83790   1.00000   1.00000 
   445.236   0.83390   1.00000   0.99890   1.00000   0.83780   1.00000   1.00000 
   445.137   0.83360   1.00000   0.99890   1.00000   0.83770   1.00000   1.00000 
   445.038   0.83330   0.99960   0.99890   1.00000   0.83750   1.00000   1.00000 
   444.939   0.83330   0.99970   0.99890   1.00000   0.83740   1.00000   1.00000 
   444.840   0.83280   0.99910   0.99890   1.00000   0.83720   1.00000   1.00000 
   444.741   0.83360   1.00000   0.99890   1.00000   0.83710   1.00000   1.00000 
   444.642   0.83350   0.99990   0.99890   1.00000   0.83700   1.00000   1.00000 
   444.543   0.83340   1.00000   0.99890   1.00000   0.83680   1.00000   1.00000 
   444.444   0.83340   1.00000   0.99880   1.00000   0.83670   1.00000   1.00000 
   444.346   0.83290   0.99950   0.99880   1.00000   0.83660   1.00000   1.00000 
   444.247   0.83300   0.99950   0.99880   1.00000   0.83640   1.00000   1.00000 
   444.148   0.83330   1.00000   0.99880   1.00000   0.83630   1.00000   1.00000 
   444.050   0.83290   0.99970   0.99880   1.00000   0.83610   1.00000   1.00000 
   443.951   0.83300   1.00000   0.99880   1.00000   0.83600   1.00000   1.00000 
   443.853   0.83250   0.99960   0.99880   1.00000   0.83590   1.00000   1.00000 
   443.754   0.83270   1.00000   0.99880   1.00000   0.83570   1.00000   1.00000 
   443.656   0.83260   1.00000   0.99880   1.00000   0.83560   1.00000   1.00000 
   443.557   0.83240   0.99990   0.99880   1.00000   0.83550   1.00000   1.00000 
   443.459   0.83240   1.00000   0.99880   1.00000   0.83530   1.00000   1.00000 
   443.361   0.83230   1.00000   0.99880   1.00000   0.83520   1.00000   1.00000 
   443.262   0.83210   0.99990   0.99880   1.00000   0.83500   1.00000   1.00000 
   443.164   0.83170   0.99970   0.99880   1.00000   0.83490   1.00000   1.00000 
   443.066   0.83110   0.99910   0.99880   1.00000   0.83480   1.00000   1.00000 
   442.968   0.83130   0.99940   0.99880   1.00000   0.83460   1.00000   1.00000 
   442.870   0.83130   0.99950   0.99880   1.00000   0.83450   1.00000   1.00000 
   442.772   0.83050   0.99860   0.99880   1.00000   0.83440   1.00000   1.00000 
   442.674   0.83070   0.99900   0.99880   1.00000   0.83420   1.00000   1.00000 
   442.576   0.83120   0.99970   0.99890   1.00000   0.83410   1.00000   1.00000 
   442.478   0.83120   1.00000   0.99890   1.00000   0.83390   1.00000   1.00000 
   442.380   0.83090   0.99980   0.99890   1.00000   0.83380   1.00000   1.00000 
   442.282   0.83070   0.99970   0.99890   1.00000   0.83370   1.00000   1.00000 
   442.184   0.83100   1.00000   0.99890   1.00000   0.83350   1.00000   1.00000 
   442.087   0.83090   1.00000   0.99890   1.00000   0.83340   1.00000   1.00000 
   441.989   0.83070   1.00000   0.99890   1.00000   0.83320   1.00000   1.00000 
   441.891   0.83040   0.99980   0.99890   1.00000   0.83310   1.00000   1.00000 
   441.794   0.83020   0.99980   0.99890   1.00000   0.83300   1.00000   1.00000 
   441.696   0.83030   1.00000   0.99890   1.00000   0.83280   1.00000   1.00000 
   441.599   0.82990   0.99980   0.99890   1.00000   0.83270   1.00000   1.00000 
   441.501   0.82990   1.00000   0.99890   1.00000   0.83260   1.00000   1.00000 
   441.404   0.82960   0.99990   0.99900   1.00000   0.83240   1.00000   1.00000 
   441.306   0.82950   1.00000   0.99900   1.00000   0.83230   1.00000   1.00000 
   441.209   0.82940   1.00000   0.99900   1.00000   0.83210   1.00000   1.00000 
   441.112   0.82920   1.00000   0.99900   1.00000   0.83200   1.00000   1.00000 
   441.014   0.82910   1.00000   0.99900   1.00000   0.83190   1.00000   1.00000 
   440.917   0.82900   1.00000   0.99900   1.00000   0.83170   1.00000   1.00000 
   440.820   0.82880   1.00000   0.99900   1.00000   0.83160   1.00000   1.00000 
   440.723   0.82870   1.00000   0.99900   1.00000   0.83140   1.00000   1.00000 
   440.626   0.82860   1.00000   0.99900   1.00000   0.83130   1.00000   1.00000 
   440.529   0.82830   1.00000   0.99910   1.00000   0.83120   1.00000   1.00000 
   440.432   0.82800   1.00000   0.99910   1.00000   0.83100   1.00000   1.00000 
   440.335   0.82770   1.00000   0.99910   1.00000   0.83090   1.00000   1.00000 
   440.238   0.82740   1.00000   0.99910   1.00000   0.83070   1.00000   1.00000 
   440.141   0.82730   1.00000   0.99910   1.00000   0.83060   1.00000   1.00000 
   440.044   0.82710   1.00000   0.99910   1.00000   0.83050   1.00000   1.00000 
   439.947   0.82700   1.00000   0.99910   1.00000   0.83030   1.00000   1.00000 
   439.850   0.82690   1.00000   0.99920   1.00000   0.83020   1.00000   1.00000 
   439.754   0.82670   1.00000   0.99920   1.00000   0.83000   1.00000   1.00000 
   439.657   0.82640   1.00000   0.99920   1.00000   0.82990   1.00000   1.00000 
   439.560   0.82620   1.00000   0.99920   1.00000   0.82980   1.00000   1.00000 
   439.464   0.82590   1.00000   0.99920   1.00000   0.82960   1.00000   1.00000 
   439.367   0.82570   1.00000   0.99920   1.00000   0.82950   1.00000   1.00000 
   439.271   0.82570   1.00000   0.99920   1.00000   0.82930   1.00000   1.00000 
   439.174   0.82580   1.00000   0.99930   1.00000   0.82920   1.00000   1.00000 
   439.078   0.82550   1.00000   0.99930   1.00000   0.82910   1.00000   1.00000 
   438.982   0.82530   1.00000   0.99930   1.00000   0.82890   1.00000   1.00000 
   438.885   0.82540   1.00000   0.99930   1.00000   0.82880   1.00000   1.00000 
   438.789   0.82530   1.00000   0.99930   1.00000   0.82860   1.00000   1.00000 
   438.693   0.82530   1.00000   0.99930   1.00000   0.82850   1.00000   1.00000 
   438.596   0.82540   1.00000   0.99930   1.00000   0.82830   1.00000   1.00000 
   438.500   0.82550   1.00000   0.99930   1.00000   0.82820   1.00000   1.00000 
   438.404   0.82560   1.00000   0.99940   1.00000   0.82810   1.00000   1.00000 
   438.308   0.82560   1.00000   0.99940   1.00000   0.82790   1.00000   1.00000 
   438.212   0.82550   1.00000   0.99940   1.00000   0.82780   1.00000   1.00000 
   438.116   0.82540   1.00000   0.99940   1.00000   0.82760   1.00000   1.00000 
   438.020   0.82530   1.00000   0.99940   1.00000   0.82750   1.00000   1.00000 
   437.924   0.82510   1.00000   0.99940   1.00000   0.82740   1.00000   1.00000 
   437.828   0.82490   1.00000   0.99940   1.00000   0.82720   1.00000   1.00000 
   437.733   0.82480   1.00000   0.99940   1.00000   0.82710   1.00000   1.00000 
   437.637   0.82470   1.00000   0.99940   1.00000   0.82690   1.00000   1.00000 
   437.541   0.82450   1.00000   0.99940   1.00000   0.82680   1.00000   1.00000 
   437.445   0.82430   1.00000   0.99940   1.00000   0.82660   1.00000   1.00000 
   437.350   0.82420   1.00000   0.99940   1.00000   0.82650   1.00000   1.00000 
   437.254   0.82400   1.00000   0.99950   1.00000   0.82640   1.00000   1.00000 
   437.158   0.82390   1.00000   0.99950   1.00000   0.82620   1.00000   1.00000 
   437.063   0.82370   1.00000   0.99950   1.00000   0.82610   1.00000   1.00000 
   436.967   0.82340   1.00000   0.99950   1.00000   0.82590   1.00000   1.00000 
   436.872   0.82320   1.00000   0.99950   1.00000   0.82580   1.00000   1.00000 
   436.777   0.82300   1.00000   0.99950   1.00000   0.82560   1.00000   1.00000 
   436.681   0.82280   1.00000   0.99950   1.00000   0.82550   1.00000   1.00000 
   436.586   0.82270   1.00000   0.99950   1.00000   0.82540   1.00000   1.00000 
   436.491   0.82240   1.00000   0.99950   1.00000   0.82520   1.00000   1.00000 
   436.395   0.82230   1.00000   0.99950   1.00000   0.82510   1.00000   1.00000 
   436.300   0.82210   1.00000   0.99950   1.00000   0.82490   1.00000   1.00000 
   436.205   0.82190   1.00000   0.99950   1.00000   0.82480   1.00000   1.00000 
   436.110   0.82170   1.00000   0.99950   1.00000   0.82460   1.00000   1.00000 
   436.015   0.82160   1.00000   0.99950   1.00000   0.82450   1.00000   1.00000 
   435.920   0.82150   1.00000   0.99950   1.00000   0.82440   1.00000   1.00000 
   435.825   0.82120   1.00000   0.99950   1.00000   0.82420   1.00000   1.00000 
   435.730   0.82100   1.00000   0.99950   1.00000   0.82410   1.00000   1.00000 
   435.635   0.82090   1.00000   0.99950   1.00000   0.82390   1.00000   1.00000 
   435.540   0.82070   1.00000   0.99950   1.00000   0.82380   1.00000   1.00000 
   435.445   0.82060   1.00000   0.99950   1.00000   0.82360   1.00000   1.00000 
   435.350   0.82030   1.00000   0.99950   1.00000   0.82350   1.00000   1.00000 
   435.256   0.81990   1.00000   0.99950   1.00000   0.82340   1.00000   1.00000 
   435.161   0.81970   1.00000   0.99950   1.00000   0.82320   1.00000   1.00000 
   435.066   0.81960   1.00000   0.99950   1.00000   0.82310   1.00000   1.00000 
   434.972   0.81930   1.00000   0.99950   1.00000   0.82290   1.00000   1.00000 
   434.877   0.81930   1.00000   0.99950   1.00000   0.82280   1.00000   1.00000 
   434.783   0.81920   1.00000   0.99950   1.00000   0.82260   1.00000   1.00000 
   434.688   0.81930   1.00000   0.99950   1.00000   0.82250   1.00000   1.00000 
   434.594   0.81940   1.00000   0.99950   1.00000   0.82230   1.00000   1.00000 
   434.499   0.81940   1.00000   0.99950   1.00000   0.82220   1.00000   1.00000 
   434.405   0.81930   1.00000   0.99950   1.00000   0.82210   1.00000   1.00000 
   434.311   0.81910   1.00000   0.99950   1.00000   0.82190   1.00000   1.00000 
   434.216   0.81900   1.00000   0.99950   1.00000   0.82180   1.00000   1.00000 
   434.122   0.81880   1.00000   0.99950   1.00000   0.82160   1.00000   1.00000 
   434.028   0.81860   1.00000   0.99950   1.00000   0.82150   1.00000   1.00000 
   433.934   0.81830   1.00000   0.99950   1.00000   0.82130   1.00000   1.00000 
   433.839   0.81820   1.00000   0.99950   1.00000   0.82120   1.00000   1.00000 
   433.745   0.81810   1.00000   0.99950   1.00000   0.82100   1.00000   1.00000 
   433.651   0.81790   1.00000   0.99950   1.00000   0.82090   1.00000   1.00000 
   433.557   0.81790   1.00000   0.99950   1.00000   0.82070   1.00000   1.00000 
   433.463   0.81770   1.00000   0.99950   1.00000   0.82060   1.00000   1.00000 
   433.369   0.81760   1.00000   0.99950   1.00000   0.82050   1.00000   1.00000 
   433.276   0.81760   1.00000   0.99950   1.00000   0.82030   1.00000   1.00000 
   433.182   0.81750   1.00000   0.99950   1.00000   0.82020   1.00000   1.00000 
   433.088   0.81740   1.00000   0.99950   1.00000   0.82000   1.00000   1.00000 
   432.994   0.81730   1.00000   0.99950   1.00000   0.81990   1.00000   1.00000 
   432.900   0.81720   1.00000   0.99950   1.00000   0.81970   1.00000   1.00000 
   432.807   0.81710   1.00000   0.99950   1.00000   0.81960   1.00000   1.00000 
   432.713   0.81710   1.00000   0.99950   1.00000   0.81940   1.00000   1.00000 
   432.620   0.81690   1.00000   0.99950   1.00000   0.81930   1.00000   1.00000 
   432.526   0.81690   1.00000   0.99950   1.00000   0.81910   1.00000   1.00000 
   432.432   0.81670   1.00000   0.99960   1.00000   0.81900   1.00000   1.00000 
   432.339   0.81650   1.00000   0.99960   1.00000   0.81880   1.00000   1.00000 
   432.246   0.81630   1.00000   0.99960   1.00000   0.81870   1.00000   1.00000 
   432.152   0.81620   1.00000   0.99960   1.00000   0.81860   1.00000   1.00000 
   432.059   0.81600   1.00000   0.99960   1.00000   0.81840   1.00000   1.00000 
   431.965   0.81580   1.00000   0.99960   1.00000   0.81830   1.00000   1.00000 
   431.872   0.81560   1.00000   0.99960   1.00000   0.81810   1.00000   1.00000 
   431.779   0.81530   1.00000   0.99960   1.00000   0.81800   1.00000   1.00000 
   431.686   0.81520   1.00000   0.99960   1.00000   0.81780   1.00000   1.00000 
   431.593   0.81500   1.00000   0.99960   1.00000   0.81770   1.00000   1.00000 
   431.499   0.81470   1.00000   0.99960   1.00000   0.81750   1.00000   1.00000 
   431.406   0.81460   1.00000   0.99960   1.00000   0.81740   1.00000   1.00000 
   431.313   0.81440   1.00000   0.99960   1.00000   0.81720   1.00000   1.00000 
   431.220   0.81420   1.00000   0.99960   1.00000   0.81710   1.00000   1.00000 
   431.127   0.81410   1.00000   0.99960   1.00000   0.81690   1.00000   1.00000 
   431.034   0.81400   1.00000   0.99960   1.00000   0.81680   1.00000   1.00000 
   430.942   0.81370   1.00000   0.99960   1.00000   0.81660   1.00000   1.00000 
   430.849   0.81350   1.00000   0.99960   1.00000   0.81650   1.00000   1.00000 
   430.756   0.81340   1.00000   0.99960   1.00000   0.81640   1.00000   1.00000 
   430.663   0.81330   1.00000   0.99960   1.00000   0.81620   1.00000   1.00000 
   430.571   0.81320   1.00000   0.99960   1.00000   0.81610   1.00000   1.00000 
   430.478   0.81300   1.00000   0.99970   1.00000   0.81590   1.00000   1.00000 
   430.385   0.81290   1.00000   0.99970   1.00000   0.81580   1.00000   1.00000 
   430.293   0.81280   1.00000   0.99970   1.00000   0.81560   1.00000   1.00000 
   430.200   0.81290   1.00000   0.99970   1.00000   0.81550   1.00000   1.00000 
   430.108   0.81280   1.00000   0.99970   1.00000   0.81530   1.00000   1.00000 
   430.015   0.81270   1.00000   0.99970   1.00000   0.81520   1.00000   1.00000 
   429.923   0.81270   1.00000   0.99970   1.00000   0.81500   1.00000   1.00000 
   429.830   0.81270   1.00000   0.99970   1.00000   0.81490   1.00000   1.00000 
   429.738   0.81260   1.00000   0.99970   1.00000   0.81470   1.00000   1.00000 
   429.646   0.81240   1.00000   0.99970   1.00000   0.81460   1.00000   1.00000 
   429.553   0.81230   1.00000   0.99970   1.00000   0.81440   1.00000   1.00000 
   429.461   0.81210   1.00000   0.99970   1.00000   0.81430   1.00000   1.00000 
   429.369   0.81200   1.00000   0.99970   1.00000   0.81410   1.00000   1.00000 
   429.277   0.81180   1.00000   0.99970   1.00000   0.81400   1.00000   1.00000 
   429.185   0.81160   1.00000   0.99970   1.00000   0.81380   1.00000   1.00000 
   429.092   0.81140   1.00000   0.99970   1.00000   0.81370   1.00000   1.00000 
   429.000   0.81120   1.00000   0.99970   1.00000   0.81350   1.00000   1.00000 
   428.908   0.81100   1.00000   0.99970   1.00000   0.81340   1.00000   1.00000 
   428.816   0.81070   1.00000   0.99970   1.00000   0.81320   1.00000   1.00000 
   428.725   0.81050   1.00000   0.99970   1.00000   0.81310   1.00000   1.00000 
   428.633   0.81040   1.00000   0.99970   1.00000   0.81290   1.00000   1.00000 
   428.541   0.81030   1.00000   0.99970   1.00000   0.81280   1.00000   1.00000 
   428.449   0.81000   1.00000   0.99970   1.00000   0.81260   1.00000   1.00000 
   428.357   0.80970   1.00000   0.99970   1.00000   0.81250   1.00000   1.00000 
   428.266   0.80950   1.00000   0.99960   1.00000   0.81230   1.00000   1.00000 
   428.174   0.80940   1.00000   0.99960   1.00000   0.81220   1.00000   1.00000 
   428.082   0.80920   1.00000   0.99960   1.00000   0.81200   1.00000   1.00000 
   427.991   0.80890   1.00000   0.99960   1.00000   0.81190   1.00000   1.00000 
   427.899   0.80880   1.00000   0.99960   1.00000   0.81170   1.00000   1.00000 
   427.807   0.80870   1.00000   0.99960   1.00000   0.81160   1.00000   1.00000 
   427.716   0.80850   1.00000   0.99960   1.00000   0.81140   1.00000   1.00000 
   427.625   0.80840   1.00000   0.99960   1.00000   0.81130   1.00000   1.00000 
   427.533   0.80840   1.00000   0.99960   1.00000   0.81110   1.00000   1.00000 
   427.442   0.80820   1.00000   0.99960   1.00000   0.81100   1.00000   1.00000 
   427.350   0.80790   1.00000   0.99960   1.00000   0.81080   1.00000   1.00000 
   427.259   0.80780   1.00000   0.99960   1.00000   0.81070   1.00000   1.00000 
   427.168   0.80770   1.00000   0.99960   1.00000   0.81050   1.00000   1.00000 
   427.077   0.80770   1.00000   0.99960   1.00000   0.81040   1.00000   1.00000 
   426.985   0.80750   1.00000   0.99960   1.00000   0.81020   1.00000   1.00000 
   426.894   0.80740   1.00000   0.99960   1.00000   0.81010   1.00000   1.00000 
   426.803   0.80750   1.00000   0.99960   1.00000   0.80990   1.00000   1.00000 
   426.712   0.80750   1.00000   0.99960   1.00000   0.80980   1.00000   1.00000 
   426.621   0.80740   1.00000   0.99960   1.00000   0.80960   1.00000   1.00000 
   426.530   0.80730   1.00000   0.99960   1.00000   0.80950   1.00000   1.00000 
   426.439   0.80710   1.00000   0.99960   1.00000   0.80930   1.00000   1.00000 
   426.348   0.80690   1.00000   0.99960   1.00000   0.80920   1.00000   1.00000 
   426.257   0.80680   1.00000   0.99960   1.00000   0.80900   1.00000   1.00000 
   426.167   0.80660   1.00000   0.99960   1.00000   0.80890   1.00000   1.00000 
   426.076   0.80650   1.00000   0.99960   1.00000   0.80870   1.00000   1.00000 
   425.985   0.80630   1.00000   0.99960   1.00000   0.80860   1.00000   1.00000 
   425.894   0.80620   1.00000   0.99960   1.00000   0.80840   1.00000   1.00000 
   425.804   0.80590   1.00000   0.99960   1.00000   0.80830   1.00000   1.00000 
   425.713   0.80580   1.00000   0.99960   1.00000   0.80810   1.00000   1.00000 
   425.622   0.80560   1.00000   0.99960   1.00000   0.80800   1.00000   1.00000 
   425.532   0.80540   1.00000   0.99960   1.00000   0.80780   1.00000   1.00000 
   425.441   0.80520   1.00000   0.99960   1.00000   0.80770   1.00000   1.00000 
   425.351   0.80490   1.00000   0.99960   1.00000   0.80750   1.00000   1.00000 
   425.260   0.80480   1.00000   0.99960   1.00000   0.80740   1.00000   1.00000 
   425.170   0.80470   1.00000   0.99960   1.00000   0.80720   1.00000   1.00000 
   425.080   0.80450   1.00000   0.99970   1.00000   0.80710   1.00000   1.00000 
   424.989   0.80410   1.00000   0.99970   1.00000   0.80690   1.00000   1.00000 
   424.899   0.80370   1.00000   0.99970   1.00000   0.80670   1.00000   1.00000 
   424.809   0.80360   1.00000   0.99970   1.00000   0.80660   1.00000   1.00000 
   424.719   0.80340   1.00000   0.99970   1.00000   0.80640   1.00000   1.00000 
   424.628   0.80320   1.00000   0.99970   1.00000   0.80630   1.00000   1.00000 
   424.538   0.80290   1.00000   0.99970   1.00000   0.80610   1.00000   1.00000 
   424.448   0.80290   1.00000   0.99970   1.00000   0.80600   1.00000   1.00000 
   424.358   0.80280   1.00000   0.99970   1.00000   0.80580   1.00000   1.00000 
   424.268   0.80280   1.00000   0.99970   1.00000   0.80570   1.00000   1.00000 
   424.178   0.80250   1.00000   0.99970   1.00000   0.80550   1.00000   1.00000 
   424.088   0.80230   1.00000   0.99970   1.00000   0.80540   1.00000   1.00000 
   423.998   0.80230   1.00000   0.99970   1.00000   0.80520   1.00000   1.00000 
   423.908   0.80230   1.00000   0.99970   1.00000   0.80510   1.00000   1.00000 
   423.819   0.80220   1.00000   0.99970   1.00000   0.80490   1.00000   1.00000 
   423.729   0.80200   1.00000   0.99970   1.00000   0.80480   1.00000   1.00000 
   423.639   0.80190   1.00000   0.99970   1.00000   0.80460   1.00000   1.00000 
   423.549   0.80180   1.00000   0.99970   1.00000   0.80450   1.00000   1.00000 
   423.460   0.80160   1.00000   0.99970   1.00000   0.80430   1.00000   1.00000 
   423.370   0.80160   1.00000   0.99980   1.00000   0.80410   1.00000   1.00000 
   423.280   0.80150   1.00000   0.99980   1.00000   0.80400   1.00000   1.00000 
   423.191   0.80140   1.00000   0.99980   1.00000   0.80380   1.00000   1.00000 
   423.101   0.80120   1.00000   0.99980   1.00000   0.80370   1.00000   1.00000 
   423.012   0.80100   1.00000   0.99980   1.00000   0.80350   1.00000   1.00000 
   422.922   0.80090   1.00000   0.99980   1.00000   0.80340   1.00000   1.00000 
   422.833   0.80070   1.00000   0.99980   1.00000   0.80320   1.00000   1.00000 
   422.744   0.80050   1.00000   0.99980   1.00000   0.80310   1.00000   1.00000 
   422.654   0.80030   1.00000   0.99980   1.00000   0.80290   1.00000   1.00000 
   422.565   0.80020   1.00000   0.99980   1.00000   0.80280   1.00000   1.00000 
   422.476   0.80000   1.00000   0.99980   1.00000   0.80260   1.00000   1.00000 
   422.386   0.79990   1.00000   0.99980   1.00000   0.80240   1.00000   1.00000 
   422.297   0.79970   1.00000   0.99980   1.00000   0.80230   1.00000   1.00000 
   422.208   0.79950   1.00000   0.99980   1.00000   0.80210   1.00000   1.00000 
   422.119   0.79930   1.00000   0.99980   1.00000   0.80200   1.00000   1.00000 
   422.030   0.79920   1.00000   0.99980   1.00000   0.80180   1.00000   1.00000 
   421.941   0.79910   1.00000   0.99980   1.00000   0.80170   1.00000   1.00000 
   421.852   0.79910   1.00000   0.99980   1.00000   0.80150   1.00000   1.00000 
   421.763   0.79890   1.00000   0.99980   1.00000   0.80140   1.00000   1.00000 
   421.674   0.79880   1.00000   0.99980   1.00000   0.80120   1.00000   1.00000 
   421.585   0.79870   1.00000   0.99980   1.00000   0.80110   1.00000   1.00000 
   421.496   0.79850   1.00000   0.99980   1.00000   0.80090   1.00000   1.00000 
   421.408   0.79830   1.00000   0.99980   1.00000   0.80070   1.00000   1.00000 
   421.319   0.79810   1.00000   0.99980   1.00000   0.80060   1.00000   1.00000 
   421.230   0.79790   1.00000   0.99980   1.00000   0.80040   1.00000   1.00000 
   421.141   0.79770   1.00000   0.99980   1.00000   0.80030   1.00000   1.00000 
   421.053   0.79750   1.00000   0.99980   1.00000   0.80010   1.00000   1.00000 
   420.964   0.79740   1.00000   0.99990   1.00000   0.80000   1.00000   1.00000 
   420.875   0.79730   1.00000   0.99990   1.00000   0.79980   1.00000   1.00000 
   420.787   0.79720   1.00000   0.99990   1.00000   0.79970   1.00000   1.00000 
   420.698   0.79700   1.00000   0.99990   1.00000   0.79950   1.00000   1.00000 
   420.610   0.79690   1.00000   0.99990   1.00000   0.79930   1.00000   1.00000 
   420.521   0.79670   1.00000   0.99990   1.00000   0.79920   1.00000   1.00000 
