# MODEL ATMOSPHERE NO.  6
#
#
#      Z         P        T     REL H    H2O                          AEROSOL
#     (KM)      (MB)     (K)     (%)  (GM / M3)  TYPE                 PROFILE
#                              [Before scaling]
#     2.250   770.655  273.53   52.18 2.596E+00 USER RAIN NO CLOUD  USER RAIN NO CLOUD  
#
#TOTAL COLUMN ABSORBER AMOUNTS FOR THE LINE-OF-SIGHT PATH:
#
#                 HNO3      O3 UV      CNTMSLF1    CNTMSLF2    CNTMFRN     N2 CONT     MOL SCAT
#               (ATM CM)   (ATM CM)   (MOL CM-2)  (MOL CM-2)  (MOL CM-2)             (550 NM EXT)
#            3.5216E-04  3.3824E-01  3.2010E+19  2.5522E+19  1.1881E+22  2.3466E+00  7.4361E-02
#
#
#                AER 1       AER 2       AER 3       AER 4      CIRRUS     WAT DROP    ICE PART   MEAN AER RH
#                                                                         (KM GM/M3)  (KM GM/M3)    (PRCNT)
#              0.000000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000        0.00
#
#
#
#                H2O         O3          CO2         CO          CH4         N2O
#             (                                   ATM CM                                   )
#            6.3607E+02  3.3824E-01  2.2091E+02  6.1598E-02  1.0013E+00  1.8590E-01
#
#
#
#                O2          NH3         NO          NO2         SO2
#               (                      ATM CM                      )
#            1.2825E+05  8.3811E-05  2.5812E-04  2.0012E-04  5.9650E-05
#
#
#               CFC11       CFC12       CFC13       CFC14       CFC22      CFC113      CFC114
#             (                                    ATM CM                                    )
#            7.9177E-05  1.3973E-04  6.1363E-13  6.1363E-13  3.5415E-05  1.0965E-05  7.1047E-06
#
#
#              CFC115      CLONO2        HNO4      CHCL2F        CCL4        N2O5
#             (                                    ATM CM                                    )
#            6.1363E-13  3.8629E-05  4.1787E-05  6.1363E-13  7.2964E-05  2.7589E-06
#
#  wv(nm)     COMB_TR       H2O        O3    H2O_CT  MOL_SCAT   AER+CLD        O2 
   642.467   0.93690   0.99980   0.97490   1.00000   0.96130   1.00000   1.00000 
   642.261   0.93680   0.99980   0.97480   1.00000   0.96120   1.00000   1.00000 
   642.055   0.93640   0.99950   0.97470   1.00000   0.96120   1.00000   1.00000 
   641.849   0.93610   0.99940   0.97470   1.00000   0.96110   1.00000   1.00000 
   641.643   0.93620   0.99960   0.97450   1.00000   0.96110   1.00000   1.00000 
   641.437   0.93620   0.99980   0.97450   1.00000   0.96100   1.00000   1.00000 
   641.231   0.93590   0.99960   0.97440   1.00000   0.96100   1.00000   1.00000 
   641.026   0.93520   0.99900   0.97430   1.00000   0.96090   1.00000   1.00000 
   640.820   0.93570   0.99970   0.97420   1.00000   0.96090   1.00000   1.00000 
   640.615   0.93550   0.99970   0.97410   1.00000   0.96080   1.00000   1.00000 
   640.410   0.93520   0.99950   0.97390   1.00000   0.96080   1.00000   1.00000 
   640.205   0.93510   0.99960   0.97380   1.00000   0.96070   1.00000   1.00000 
   640.000   0.93490   0.99950   0.97370   1.00000   0.96070   1.00000   1.00000 
   639.795   0.93500   0.99970   0.97360   1.00000   0.96060   1.00000   1.00000 
   639.591   0.93480   0.99970   0.97350   1.00000   0.96060   1.00000   1.00000 
   639.386   0.93450   0.99960   0.97340   1.00000   0.96050   1.00000   1.00000 
   639.182   0.93410   0.99930   0.97330   1.00000   0.96050   1.00000   1.00000 
   638.978   0.93430   0.99970   0.97320   1.00000   0.96040   1.00000   1.00000 
   638.774   0.93420   0.99970   0.97310   1.00000   0.96040   1.00000   1.00000 
   638.570   0.93390   0.99960   0.97290   1.00000   0.96030   1.00000   1.00000 
   638.366   0.93360   0.99940   0.97280   1.00000   0.96030   1.00000   1.00000 
   638.162   0.93360   0.99960   0.97270   1.00000   0.96020   1.00000   1.00000 
   637.959   0.93380   1.00000   0.97260   1.00000   0.96020   1.00000   1.00000 
   637.755   0.93350   0.99980   0.97250   1.00000   0.96010   1.00000   1.00000 
   637.552   0.93300   0.99950   0.97240   1.00000   0.96010   1.00000   1.00000 
   637.349   0.93190   0.99850   0.97230   1.00000   0.96000   1.00000   1.00000 
   637.146   0.93280   0.99960   0.97220   1.00000   0.96000   1.00000   1.00000 
   636.943   0.93230   0.99920   0.97210   1.00000   0.95990   1.00000   1.00000 
   636.740   0.93270   0.99990   0.97200   1.00000   0.95990   1.00000   1.00000 
   636.537   0.93250   0.99980   0.97180   1.00000   0.95980   1.00000   1.00000 
   636.335   0.93140   0.99880   0.97170   1.00000   0.95980   1.00000   1.00000 
   636.132   0.93160   0.99920   0.97160   1.00000   0.95970   1.00000   1.00000 
   635.930   0.93170   0.99940   0.97150   1.00000   0.95970   1.00000   1.00000 
   635.728   0.93150   0.99940   0.97140   1.00000   0.95960   1.00000   1.00000 
   635.526   0.93190   1.00000   0.97130   1.00000   0.95960   1.00000   1.00000 
   635.324   0.93010   0.99820   0.97120   1.00000   0.95950   1.00000   1.00000 
   635.122   0.93160   1.00000   0.97110   1.00000   0.95950   1.00000   1.00000 
   634.921   0.92960   0.99800   0.97100   1.00000   0.95940   1.00000   0.99990 
   634.719   0.93110   0.99980   0.97090   1.00000   0.95930   1.00000   0.99990 
   634.518   0.93100   0.99980   0.97080   1.00000   0.95930   1.00000   1.00000 
   634.317   0.92900   0.99800   0.97070   1.00000   0.95920   1.00000   0.99990 
   634.115   0.93060   0.99990   0.97060   1.00000   0.95920   1.00000   0.99990 
   633.914   0.93050   0.99980   0.97050   1.00000   0.95910   1.00000   1.00000 
   633.714   0.92980   0.99950   0.97040   1.00000   0.95910   1.00000   0.99970 
   633.513   0.92950   0.99930   0.97030   1.00000   0.95900   1.00000   0.99970 
   633.312   0.92900   0.99860   0.97020   1.00000   0.95900   1.00000   1.00000 
   633.112   0.92810   0.99900   0.97010   1.00000   0.95890   1.00000   0.99880 
   632.911   0.92950   0.99950   0.97000   1.00000   0.95890   1.00000   0.99990 
   632.711   0.92860   0.99980   0.96990   1.00000   0.95880   1.00000   0.99880 
   632.511   0.92610   0.99720   0.96980   1.00000   0.95880   1.00000   0.99890 
   632.311   0.92870   0.99910   0.96970   1.00000   0.95870   1.00000   1.00000 
   632.111   0.92350   0.99770   0.96960   1.00000   0.95870   1.00000   0.99590 
   631.912   0.92710   0.99770   0.96950   1.00000   0.95860   1.00000   1.00000 
   631.712   0.92390   0.99790   0.96940   1.00000   0.95860   1.00000   0.99650 
   631.512   0.92530   0.99930   0.96930   1.00000   0.95850   1.00000   0.99670 
   631.313   0.92390   1.00000   0.96920   1.00000   0.95850   1.00000   0.99470 
   631.114   0.92330   0.99940   0.96910   1.00000   0.95840   1.00000   0.99470 
   630.915   0.92150   1.00000   0.96900   1.00000   0.95840   1.00000   0.99230 
   630.716   0.92150   0.99960   0.96890   1.00000   0.95830   1.00000   0.99300 
   630.517   0.91940   0.99990   0.96880   1.00000   0.95830   1.00000   0.99050 
   630.318   0.92000   1.00000   0.96870   1.00000   0.95820   1.00000   0.99120 
   630.120   0.91650   0.99950   0.96860   1.00000   0.95820   1.00000   0.98810 
   629.921   0.91730   0.99770   0.96850   1.00000   0.95810   1.00000   0.99090 
   629.723   0.90550   0.99860   0.96840   1.00000   0.95810   1.00000   0.97740 
   629.525   0.91500   0.99780   0.96840   1.00000   0.95800   1.00000   0.98860 
   629.327   0.91780   0.99890   0.96830   1.00000   0.95790   1.00000   0.99070 
   629.129   0.91170   0.99890   0.96820   1.00000   0.95790   1.00000   0.98420 
   628.931   0.92140   0.99910   0.96810   1.00000   0.95780   1.00000   0.99470 
   628.733   0.92410   0.99690   0.96800   1.00000   0.95780   1.00000   0.99990 
   628.536   0.91160   0.99950   0.96790   1.00000   0.95770   1.00000   0.98400 
   628.338   0.90480   0.99720   0.96780   1.00000   0.95770   1.00000   0.97900 
   628.141   0.88220   0.99990   0.96770   1.00000   0.95760   1.00000   0.95220 
   627.943   0.86590   0.99480   0.96760   1.00000   0.95760   1.00000   0.93950 
   627.746   0.92480   0.99860   0.96750   1.00000   0.95750   1.00000   0.99980 
   627.549   0.92600   0.99980   0.96740   1.00000   0.95750   1.00000   1.00000 
   627.353   0.92420   0.99800   0.96730   1.00000   0.95740   1.00000   1.00000 
   627.156   0.92540   0.99950   0.96720   1.00000   0.95740   1.00000   1.00000 
   626.959   0.92430   0.99840   0.96710   1.00000   0.95730   1.00000   1.00000 
   626.763   0.92530   0.99960   0.96700   1.00000   0.95730   1.00000   1.00000 
   626.566   0.92490   0.99940   0.96700   1.00000   0.95720   1.00000   1.00000 
   626.370   0.92440   0.99900   0.96690   1.00000   0.95720   1.00000   1.00000 
   626.174   0.92520   1.00000   0.96680   1.00000   0.95710   1.00000   1.00000 
   625.978   0.92490   0.99970   0.96670   1.00000   0.95700   1.00000   1.00000 
   625.782   0.92480   0.99990   0.96660   1.00000   0.95700   1.00000   1.00000 
   625.586   0.92480   1.00000   0.96650   1.00000   0.95690   1.00000   1.00000 
   625.391   0.92470   1.00000   0.96640   1.00000   0.95690   1.00000   1.00000 
   625.195   0.92440   0.99990   0.96630   1.00000   0.95680   1.00000   1.00000 
   625.000   0.92440   1.00000   0.96620   1.00000   0.95680   1.00000   1.00000 
   624.805   0.92410   0.99990   0.96620   1.00000   0.95670   1.00000   1.00000 
   624.610   0.92410   1.00000   0.96610   1.00000   0.95670   1.00000   1.00000 
   624.415   0.92400   1.00000   0.96600   1.00000   0.95660   1.00000   1.00000 
   624.220   0.92390   1.00000   0.96590   1.00000   0.95660   1.00000   1.00000 
   624.025   0.92380   1.00000   0.96590   1.00000   0.95650   1.00000   1.00000 
   623.830   0.92360   1.00000   0.96580   1.00000   0.95650   1.00000   1.00000 
   623.636   0.92350   1.00000   0.96570   1.00000   0.95640   1.00000   1.00000 
   623.441   0.92340   1.00000   0.96560   1.00000   0.95630   1.00000   1.00000 
   623.247   0.92320   1.00000   0.96550   1.00000   0.95630   1.00000   1.00000 
   623.053   0.92310   1.00000   0.96550   1.00000   0.95620   1.00000   1.00000 
   622.859   0.92300   1.00000   0.96540   1.00000   0.95620   1.00000   1.00000 
   622.665   0.92290   1.00000   0.96530   1.00000   0.95610   1.00000   1.00000 
   622.471   0.92270   1.00000   0.96520   1.00000   0.95610   1.00000   1.00000 
   622.278   0.92260   1.00000   0.96520   1.00000   0.95600   1.00000   1.00000 
   622.084   0.92250   1.00000   0.96510   1.00000   0.95600   1.00000   1.00000 
   621.891   0.92240   1.00000   0.96500   1.00000   0.95590   1.00000   1.00000 
   621.697   0.92220   1.00000   0.96490   1.00000   0.95590   1.00000   1.00000 
   621.504   0.92210   1.00000   0.96480   1.00000   0.95580   1.00000   1.00000 
   621.311   0.92190   1.00000   0.96470   1.00000   0.95570   1.00000   1.00000 
   621.118   0.92180   1.00000   0.96460   1.00000   0.95570   1.00000   1.00000 
   620.925   0.92160   1.00000   0.96460   1.00000   0.95560   1.00000   1.00000 
   620.732   0.92150   1.00000   0.96450   1.00000   0.95560   1.00000   1.00000 
   620.540   0.92140   1.00000   0.96440   1.00000   0.95550   1.00000   1.00000 
   620.347   0.92120   1.00000   0.96430   1.00000   0.95550   1.00000   1.00000 
   620.155   0.92110   1.00000   0.96430   1.00000   0.95540   1.00000   1.00000 
   619.963   0.92100   1.00000   0.96420   1.00000   0.95540   1.00000   1.00000 
   619.771   0.92090   1.00000   0.96410   1.00000   0.95530   1.00000   1.00000 
   619.579   0.92070   1.00000   0.96400   1.00000   0.95530   1.00000   1.00000 
   619.387   0.92060   1.00000   0.96390   1.00000   0.95520   1.00000   1.00000 
   619.195   0.92050   1.00000   0.96380   1.00000   0.95510   1.00000   1.00000 
   619.003   0.92030   1.00000   0.96370   1.00000   0.95510   1.00000   1.00000 
   618.812   0.92020   1.00000   0.96360   1.00000   0.95500   1.00000   1.00000 
   618.620   0.92010   1.00000   0.96350   1.00000   0.95500   1.00000   1.00000 
   618.429   0.91990   1.00000   0.96340   1.00000   0.95490   1.00000   1.00000 
   618.238   0.91970   1.00000   0.96330   1.00000   0.95490   1.00000   1.00000 
   618.047   0.91960   1.00000   0.96320   1.00000   0.95480   1.00000   1.00000 
   617.856   0.91940   1.00000   0.96310   1.00000   0.95480   1.00000   1.00000 
   617.665   0.91930   1.00000   0.96300   1.00000   0.95470   1.00000   1.00000 
   617.475   0.91910   1.00000   0.96290   1.00000   0.95460   1.00000   1.00000 
   617.284   0.91890   1.00000   0.96280   1.00000   0.95460   1.00000   1.00000 
   617.093   0.91880   1.00000   0.96270   1.00000   0.95450   1.00000   1.00000 
   616.903   0.91860   1.00000   0.96260   1.00000   0.95450   1.00000   1.00000 
   616.713   0.91840   1.00000   0.96250   1.00000   0.95440   1.00000   1.00000 
   616.523   0.91830   1.00000   0.96240   1.00000   0.95440   1.00000   1.00000 
   616.333   0.91810   1.00000   0.96230   1.00000   0.95430   1.00000   1.00000 
   616.143   0.91800   1.00000   0.96220   1.00000   0.95430   1.00000   1.00000 
   615.953   0.91780   1.00000   0.96200   1.00000   0.95420   1.00000   1.00000 
   615.764   0.91770   1.00000   0.96190   1.00000   0.95410   1.00000   1.00000 
   615.574   0.91750   1.00000   0.96180   1.00000   0.95410   1.00000   1.00000 
   615.385   0.91740   1.00000   0.96170   1.00000   0.95400   1.00000   1.00000 
   615.195   0.91720   1.00000   0.96160   1.00000   0.95400   1.00000   1.00000 
   615.006   0.91700   1.00000   0.96150   1.00000   0.95390   1.00000   1.00000 
   614.817   0.91690   1.00000   0.96130   1.00000   0.95390   1.00000   1.00000 
   614.628   0.91670   1.00000   0.96120   1.00000   0.95380   1.00000   1.00000 
   614.439   0.91650   1.00000   0.96110   1.00000   0.95370   1.00000   1.00000 
   614.251   0.91630   1.00000   0.96100   1.00000   0.95370   1.00000   1.00000 
   614.062   0.91620   1.00000   0.96090   1.00000   0.95360   1.00000   1.00000 
   613.874   0.91600   1.00000   0.96070   1.00000   0.95360   1.00000   1.00000 
   613.685   0.91580   1.00000   0.96060   1.00000   0.95350   1.00000   1.00000 
   613.497   0.91560   1.00000   0.96050   1.00000   0.95350   1.00000   1.00000 
   613.309   0.91550   1.00000   0.96030   1.00000   0.95340   1.00000   1.00000 
   613.121   0.91530   1.00000   0.96020   1.00000   0.95340   1.00000   1.00000 
   612.933   0.91500   1.00000   0.96010   1.00000   0.95330   1.00000   1.00000 
   612.745   0.91480   1.00000   0.95990   1.00000   0.95320   1.00000   1.00000 
   612.557   0.91460   1.00000   0.95980   1.00000   0.95320   1.00000   1.00000 
   612.370   0.91450   1.00000   0.95970   1.00000   0.95310   1.00000   1.00000 
   612.182   0.91430   1.00000   0.95960   1.00000   0.95310   1.00000   1.00000 
   611.995   0.91420   1.00000   0.95940   1.00000   0.95300   1.00000   1.00000 
   611.808   0.91400   1.00000   0.95930   1.00000   0.95300   1.00000   1.00000 
   611.621   0.91380   1.00000   0.95910   1.00000   0.95290   1.00000   1.00000 
   611.434   0.91360   1.00000   0.95900   1.00000   0.95280   1.00000   1.00000 
   611.247   0.91340   1.00000   0.95880   1.00000   0.95280   1.00000   1.00000 
   611.060   0.91330   1.00000   0.95870   1.00000   0.95270   1.00000   1.00000 
   610.874   0.91310   1.00000   0.95860   1.00000   0.95270   1.00000   1.00000 
   610.687   0.91290   1.00000   0.95840   1.00000   0.95260   1.00000   1.00000 
   610.501   0.91270   1.00000   0.95830   1.00000   0.95260   1.00000   1.00000 
   610.314   0.91250   1.00000   0.95810   1.00000   0.95250   1.00000   1.00000 
   610.128   0.91230   1.00000   0.95800   1.00000   0.95240   1.00000   1.00000 
   609.942   0.91210   1.00000   0.95780   1.00000   0.95240   1.00000   1.00000 
   609.756   0.91200   1.00000   0.95770   1.00000   0.95230   1.00000   1.00000 
   609.570   0.91180   1.00000   0.95750   1.00000   0.95230   1.00000   1.00000 
   609.385   0.91160   1.00000   0.95740   1.00000   0.95220   1.00000   1.00000 
   609.199   0.91140   1.00000   0.95730   1.00000   0.95220   1.00000   1.00000 
   609.013   0.91120   1.00000   0.95710   1.00000   0.95210   1.00000   1.00000 
   608.828   0.91100   1.00000   0.95700   1.00000   0.95200   1.00000   1.00000 
   608.643   0.91080   1.00000   0.95680   1.00000   0.95200   1.00000   1.00000 
   608.458   0.91060   1.00000   0.95670   1.00000   0.95190   1.00000   1.00000 
   608.273   0.91040   1.00000   0.95650   1.00000   0.95190   1.00000   1.00000 
   608.088   0.91020   1.00000   0.95640   1.00000   0.95180   1.00000   1.00000 
   607.903   0.91000   1.00000   0.95630   1.00000   0.95170   1.00000   1.00000 
   607.718   0.90990   1.00000   0.95620   1.00000   0.95170   1.00000   1.00000 
   607.533   0.90970   1.00000   0.95600   1.00000   0.95160   1.00000   1.00000 
   607.349   0.90960   1.00000   0.95590   1.00000   0.95160   1.00000   1.00000 
   607.165   0.90940   1.00000   0.95580   1.00000   0.95150   1.00000   1.00000 
   606.980   0.90920   1.00000   0.95570   1.00000   0.95150   1.00000   1.00000 
   606.796   0.90900   1.00000   0.95550   1.00000   0.95140   1.00000   1.00000 
   606.612   0.90890   1.00000   0.95540   1.00000   0.95130   1.00000   1.00000 
   606.428   0.90870   1.00000   0.95530   1.00000   0.95130   1.00000   1.00000 
   606.244   0.90850   1.00000   0.95520   1.00000   0.95120   1.00000   1.00000 
   606.061   0.90840   1.00000   0.95510   1.00000   0.95120   1.00000   1.00000 
   605.877   0.90820   1.00000   0.95500   1.00000   0.95110   1.00000   1.00000 
   605.694   0.90800   1.00000   0.95490   1.00000   0.95100   1.00000   1.00000 
   605.510   0.90790   1.00000   0.95480   1.00000   0.95100   1.00000   1.00000 
   605.327   0.90780   1.00000   0.95470   1.00000   0.95090   1.00000   1.00000 
   605.144   0.90760   1.00000   0.95460   1.00000   0.95090   1.00000   1.00000 
   604.961   0.90750   1.00000   0.95450   1.00000   0.95080   1.00000   1.00000 
   604.778   0.90740   1.00000   0.95450   1.00000   0.95070   1.00000   1.00000 
   604.595   0.90730   1.00000   0.95440   1.00000   0.95070   1.00000   1.00000 
   604.412   0.90710   1.00000   0.95430   1.00000   0.95060   1.00000   1.00000 
   604.230   0.90690   0.99980   0.95430   1.00000   0.95060   1.00000   1.00000 
   604.047   0.90690   1.00000   0.95420   1.00000   0.95050   1.00000   1.00000 
   603.865   0.90670   0.99990   0.95410   1.00000   0.95050   1.00000   1.00000 
   603.682   0.90660   0.99990   0.95410   1.00000   0.95040   1.00000   1.00000 
   603.500   0.90660   1.00000   0.95400   1.00000   0.95030   1.00000   1.00000 
   603.318   0.90630   0.99980   0.95400   1.00000   0.95030   1.00000   1.00000 
   603.136   0.90630   1.00000   0.95400   1.00000   0.95020   1.00000   1.00000 
   602.954   0.90600   0.99980   0.95390   1.00000   0.95020   1.00000   1.00000 
   602.773   0.90600   0.99980   0.95390   1.00000   0.95010   1.00000   1.00000 
   602.591   0.90580   0.99970   0.95390   1.00000   0.95000   1.00000   1.00000 
   602.410   0.90590   0.99990   0.95390   1.00000   0.95000   1.00000   1.00000 
   602.228   0.90590   0.99990   0.95390   1.00000   0.94990   1.00000   1.00000 
   602.047   0.90550   0.99960   0.95390   1.00000   0.94990   1.00000   1.00000 
   601.866   0.90580   1.00000   0.95390   1.00000   0.94980   1.00000   1.00000 
   601.685   0.90410   0.99820   0.95390   1.00000   0.94970   1.00000   1.00000 
   601.504   0.90550   0.99980   0.95400   1.00000   0.94970   1.00000   1.00000 
   601.323   0.90520   0.99940   0.95400   1.00000   0.94960   1.00000   1.00000 
   601.142   0.90510   0.99940   0.95400   1.00000   0.94960   1.00000   1.00000 
   600.962   0.90520   0.99950   0.95410   1.00000   0.94950   1.00000   1.00000 
   600.781   0.90510   0.99950   0.95410   1.00000   0.94940   1.00000   1.00000 
   600.601   0.90430   0.99860   0.95410   1.00000   0.94940   1.00000   1.00000 
   600.420   0.90440   0.99870   0.95420   1.00000   0.94930   1.00000   1.00000 
   600.240   0.90470   0.99900   0.95420   1.00000   0.94930   1.00000   1.00000 
   600.060   0.90340   0.99760   0.95430   1.00000   0.94920   1.00000   1.00000 
   599.880   0.90390   0.99810   0.95440   1.00000   0.94910   1.00000   1.00000 
   599.700   0.90410   0.99830   0.95450   1.00000   0.94910   1.00000   1.00000 
   599.520   0.90450   0.99880   0.95450   1.00000   0.94900   1.00000   1.00000 
   599.341   0.90360   0.99760   0.95460   1.00000   0.94900   1.00000   1.00000 
   599.161   0.90070   0.99440   0.95470   0.99990   0.94890   1.00000   1.00000 
   598.982   0.90350   0.99750   0.95480   0.99990   0.94880   1.00000   1.00000 
   598.802   0.90410   0.99810   0.95490   0.99990   0.94880   1.00000   1.00000 
   598.623   0.90270   0.99660   0.95500   0.99990   0.94870   1.00000   1.00000 
   598.444   0.90480   0.99880   0.95510   0.99990   0.94860   1.00000   1.00000 
   598.265   0.90290   0.99660   0.95530   0.99990   0.94860   1.00000   1.00000 
   598.086   0.90510   0.99900   0.95530   0.99990   0.94850   1.00000   1.00000 
   597.907   0.89760   0.99080   0.95550   0.99990   0.94850   1.00000   1.00000 
   597.729   0.90020   0.99350   0.95560   0.99990   0.94840   1.00000   1.00000 
   597.550   0.90550   0.99920   0.95570   0.99990   0.94830   1.00000   1.00000 
   597.372   0.90180   0.99510   0.95590   0.99990   0.94830   1.00000   1.00000 
   597.193   0.90350   0.99690   0.95600   0.99990   0.94820   1.00000   1.00000 
   597.015   0.89510   0.98760   0.95610   0.99990   0.94820   1.00000   1.00000 
   596.837   0.89940   0.99230   0.95630   0.99990   0.94810   1.00000   1.00000 
   596.659   0.90540   0.99880   0.95640   0.99990   0.94800   1.00000   1.00000 
   596.481   0.90440   0.99760   0.95650   0.99990   0.94800   1.00000   1.00000 
   596.303   0.90490   0.99810   0.95670   0.99990   0.94790   1.00000   1.00000 
   596.125   0.90400   0.99700   0.95680   0.99990   0.94790   1.00000   1.00000 
   595.948   0.89620   0.98830   0.95700   0.99990   0.94780   1.00000   1.00000 
   595.770   0.90310   0.99580   0.95710   0.99990   0.94770   1.00000   1.00000 
   595.593   0.90300   0.99570   0.95730   0.99990   0.94770   1.00000   1.00000 
   595.415   0.90630   0.99930   0.95740   0.99980   0.94760   1.00000   1.00000 
   595.238   0.90060   0.99290   0.95760   0.99980   0.94750   1.00000   1.00000 
   595.061   0.89410   0.98560   0.95770   0.99980   0.94750   1.00000   1.00000 
   594.884   0.89660   0.98840   0.95780   0.99980   0.94740   1.00000   1.00000 
   594.707   0.89070   0.98170   0.95800   0.99980   0.94740   1.00000   1.00000 
   594.530   0.90330   0.99560   0.95810   0.99980   0.94730   1.00000   1.00000 
   594.354   0.87770   0.96730   0.95820   0.99980   0.94720   1.00000   1.00000 
   594.177   0.90130   0.99330   0.95840   0.99980   0.94720   1.00000   1.00000 
   594.001   0.90420   0.99640   0.95850   0.99980   0.94710   1.00000   1.00000 
   593.824   0.90420   0.99640   0.95860   0.99980   0.94700   1.00000   1.00000 
   593.648   0.90530   0.99760   0.95880   0.99980   0.94700   1.00000   1.00000 
   593.472   0.90200   0.99380   0.95890   0.99980   0.94690   1.00000   1.00000 
   593.296   0.89890   0.99030   0.95900   0.99980   0.94690   1.00000   1.00000 
   593.120   0.90530   0.99740   0.95910   0.99980   0.94680   1.00000   1.00000 
   592.944   0.90310   0.99490   0.95930   0.99980   0.94670   1.00000   1.00000 
   592.768   0.90640   0.99860   0.95940   0.99980   0.94670   1.00000   1.00000 
   592.593   0.88750   0.97760   0.95950   0.99980   0.94660   1.00000   1.00000 
   592.417   0.90030   0.99170   0.95960   0.99980   0.94650   1.00000   1.00000 
   592.242   0.90240   0.99400   0.95970   0.99980   0.94650   1.00000   1.00000 
   592.066   0.88120   0.97060   0.95980   0.99980   0.94640   1.00000   1.00000 
   591.891   0.90350   0.99510   0.95990   0.99980   0.94640   1.00000   1.00000 
   591.716   0.89890   0.99000   0.96000   0.99980   0.94630   1.00000   1.00000 
   591.541   0.90020   0.99150   0.96000   0.99980   0.94620   1.00000   1.00000 
   591.366   0.90380   0.99540   0.96010   0.99980   0.94620   1.00000   1.00000 
   591.191   0.89760   0.98850   0.96020   0.99980   0.94610   1.00000   1.00000 
   591.017   0.89870   0.98980   0.96020   0.99980   0.94600   1.00000   1.00000 
   590.842   0.90360   0.99510   0.96030   0.99980   0.94600   1.00000   1.00000 
   590.667   0.90360   0.99510   0.96040   0.99980   0.94590   1.00000   1.00000 
   590.493   0.90230   0.99380   0.96040   0.99980   0.94590   1.00000   1.00000 
   590.319   0.89250   0.98300   0.96050   0.99980   0.94580   1.00000   1.00000 
   590.145   0.89040   0.98060   0.96060   0.99980   0.94570   1.00000   1.00000 
   589.971   0.89560   0.98630   0.96060   0.99980   0.94570   1.00000   1.00000 
   589.797   0.89940   0.99060   0.96070   0.99980   0.94560   1.00000   1.00000 
   589.623   0.90260   0.99410   0.96070   0.99980   0.94550   1.00000   1.00000 
   589.449   0.89660   0.98750   0.96070   0.99980   0.94550   1.00000   1.00000 
   589.275   0.89630   0.98720   0.96080   0.99980   0.94540   1.00000   1.00000 
   589.102   0.89350   0.98410   0.96080   0.99980   0.94530   1.00000   1.00000 
   588.928   0.89590   0.98680   0.96080   0.99980   0.94530   1.00000   1.00000 
   588.755   0.89600   0.98690   0.96080   0.99980   0.94520   1.00000   1.00000 
   588.582   0.90110   0.99260   0.96090   0.99990   0.94520   1.00000   1.00000 
   588.408   0.90130   0.99280   0.96090   0.99990   0.94510   1.00000   1.00000 
   588.235   0.90260   0.99430   0.96090   0.99990   0.94500   1.00000   1.00000 
   588.062   0.90370   0.99560   0.96090   0.99990   0.94500   1.00000   1.00000 
   587.889   0.90530   0.99730   0.96090   0.99990   0.94490   1.00000   1.00000 
   587.717   0.90330   0.99520   0.96090   0.99990   0.94480   1.00000   1.00000 
   587.544   0.90630   0.99860   0.96090   0.99990   0.94480   1.00000   1.00000 
   587.372   0.90610   0.99840   0.96090   0.99990   0.94470   1.00000   1.00000 
   587.199   0.90500   0.99720   0.96090   1.00000   0.94460   1.00000   1.00000 
   587.027   0.90680   0.99930   0.96090   1.00000   0.94460   1.00000   1.00000 
   586.854   0.90630   0.99890   0.96090   1.00000   0.94450   1.00000   1.00000 
   586.682   0.90560   0.99810   0.96090   1.00000   0.94450   1.00000   1.00000 
   586.510   0.90690   0.99960   0.96090   1.00000   0.94440   1.00000   1.00000 
   586.338   0.90600   0.99870   0.96090   1.00000   0.94430   1.00000   1.00000 
   586.166   0.90610   0.99890   0.96090   1.00000   0.94430   1.00000   1.00000 
   585.995   0.90650   0.99940   0.96090   1.00000   0.94420   1.00000   1.00000 
   585.823   0.90680   0.99990   0.96090   1.00000   0.94410   1.00000   1.00000 
   585.652   0.90630   0.99950   0.96080   1.00000   0.94410   1.00000   1.00000 
   585.480   0.90670   1.00000   0.96080   1.00000   0.94400   1.00000   1.00000 
   585.309   0.90580   0.99900   0.96080   1.00000   0.94390   1.00000   1.00000 
   585.138   0.90650   0.99990   0.96080   1.00000   0.94390   1.00000   1.00000 
   584.966   0.90620   0.99960   0.96070   1.00000   0.94380   1.00000   1.00000 
   584.795   0.90600   0.99960   0.96070   1.00000   0.94370   1.00000   1.00000 
   584.624   0.90630   0.99990   0.96070   1.00000   0.94370   1.00000   1.00000 
   584.454   0.90590   0.99960   0.96060   1.00000   0.94360   1.00000   1.00000 
   584.283   0.90600   0.99980   0.96060   1.00000   0.94350   1.00000   1.00000 
   584.112   0.90600   0.99980   0.96060   1.00000   0.94350   1.00000   1.00000 
   583.942   0.90570   0.99970   0.96050   1.00000   0.94340   1.00000   1.00000 
   583.771   0.90580   0.99990   0.96050   1.00000   0.94330   1.00000   1.00000 
   583.601   0.90550   0.99970   0.96050   1.00000   0.94330   1.00000   1.00000 
   583.431   0.90560   0.99980   0.96040   1.00000   0.94320   1.00000   1.00000 
   583.260   0.90550   0.99990   0.96040   1.00000   0.94320   1.00000   1.00000 
   583.090   0.90540   0.99980   0.96030   1.00000   0.94310   1.00000   1.00000 
